@relation 2D_dataset

@attribute x numeric
@attribute y numeric
@attribute class {0,1}

@data
8.15,3.64,1
9.63,9.58,1
11.81,10.14,1
6.93,7.44,1
3.7,3.67,1
5.73,12.0,1
11.0,7.86,1
11.25,3.77,1
9.2,9.5,1
5.19,5.64,1
11.98,11.15,1
4.46,9.59,1
6.16,4.39,1
8.14,11.35,1
11.68,6.26,1
7.16,3.17,1
11.54,5.52,1
9.36,7.42,1
9.89,9.01,1
3.07,12.1,1
7.34,3.39,1
6.25,12.3,1
11.5,11.94,1
4.35,10.74,1
7.09,11.32,1
9.64,4.14,1
4.55,8.67,1
6.35,11.87,1
8.06,4.96,1
11.33,7.56,1
4.19,6.74,1
7.12,4.5,1
9.89,4.5,1
5.1,11.0,1
4.46,12.86,1
9.65,12.11,1
3.32,4.43,1
10.2,10.26,1
12.88,6.68,1
7.09,8.48,1
4.82,8.61,1
8.98,6.3,1
4.83,12.03,1
3.78,10.25,1
5.78,10.43,1
12.78,8.12,1
7.66,6.8,1
7.59,8.33,1
7.02,10.88,1
12.57,3.79,1
6.63,5.29,1
11.23,12.47,1
12.34,9.34,1
3.57,5.32,1
7.45,9.41,1
3.01,5.97,1
6.89,4.7,1
5.39,5.49,1
12.62,7.31,1
9.93,9.85,1
8.91,6.97,1
11.77,7.4,1
11.34,10.94,1
8.24,8.49,1
5.85,11.71,1
6.63,9.78,1
5.2,6.21,1
9.62,11.1,1
8.3,12.49,1
5.32,3.86,1
4.34,12.09,1
3.1,5.97,1
7.7,8.8,1
12.95,9.85,1
11.34,7.42,1
5.67,6.87,1
6.35,9.55,1
3.64,3.73,1
12.57,6.66,1
6.9,3.55,1
10.66,4.66,1
7.47,7.55,1
9.22,8.53,1
5.47,10.74,1
11.15,9.67,1
4.18,8.89,1
12.75,3.65,1
7.9,12.54,1
5.1,11.16,1
5.14,7.56,1
11.94,10.09,1
12.37,11.7,1
10.46,12.77,1
7.83,10.35,1
11.29,8.03,1
12.96,5.59,1
11.87,4.45,1
9.32,6.89,1
3.08,7.43,1
12.17,3.33,1
12.32,10.07,1
7.96,12.27,1
7.62,4.85,1
12.1,11.06,1
6.4,10.74,1
4.72,4.75,1
9.17,8.38,1
7.1,4.56,1
3.72,4.07,1
8.46,8.91,1
7.03,11.85,1
3.22,11.42,1
3.31,11.82,1
11.59,7.8,1
4.12,12.07,1
12.4,6.93,1
12.6,10.87,1
5.36,9.39,1
7.88,5.62,1
11.71,10.75,1
6.88,5.35,1
6.19,5.73,1
10.47,3.62,1
10.4,3.65,1
7.85,9.61,1
7.39,5.34,1
8.28,6.16,1
10.27,6.4,1
12.0,4.85,1
12.59,12.14,1
12.7,9.84,1
7.12,5.05,1
12.57,4.26,1
10.26,6.36,1
7.12,4.95,1
3.62,9.66,1
10.87,4.37,1
10.7,5.87,1
7.27,10.92,1
6.49,5.78,1
5.49,12.5,1
9.75,8.35,1
4.55,11.46,1
3.35,10.65,1
10.41,12.96,1
5.68,7.62,1
4.78,3.05,1
7.02,8.55,1
5.49,6.97,1
8.56,9.72,1
6.87,3.2,1
7.75,12.18,1
5.22,3.85,1
3.5,6.92,1
8.84,7.11,1
6.07,9.48,1
4.35,3.61,1
12.0,10.38,1
10.8,4.21,1
11.73,7.84,1
11.28,3.29,1
7.96,4.47,1
7.04,8.2,1
6.59,10.06,1
12.66,12.33,1
7.45,8.64,1
12.23,6.99,1
11.69,9.06,1
5.32,4.23,1
3.86,4.81,1
8.65,11.26,1
11.5,10.68,1
3.84,4.86,1
12.54,10.99,1
4.35,12.99,1
10.57,6.42,1
4.83,9.62,1
11.49,4.4,1
4.43,7.66,1
10.53,10.81,1
11.39,4.81,1
7.24,9.61,1
10.16,6.51,1
7.77,9.92,1
3.7,10.49,1
7.5,9.96,1
3.17,7.65,1
4.6,10.78,1
4.24,5.01,1
4.67,12.88,1
4.44,7.11,1
9.28,3.44,1
8.6,3.76,1
6.91,12.26,1
10.28,3.95,1
12.81,10.08,1
5.34,7.05,1
5.67,3.63,1
10.13,5.44,1
12.71,8.25,1
10.96,4.78,1
11.54,10.16,1
3.23,11.21,1
6.86,7.37,1
8.33,7.98,1
12.24,10.3,1
4.11,7.66,1
12.43,10.71,1
9.67,9.54,1
9.65,10.1,1
8.9,6.45,1
8.12,7.02,1
7.46,9.4,1
4.7,5.93,1
7.38,3.22,1
9.74,8.93,1
9.37,11.66,1
11.91,5.84,1
7.86,5.55,1
12.18,7.29,1
5.57,3.59,1
7.66,10.0,1
4.7,11.18,1
3.07,3.66,1
9.48,9.13,1
8.63,3.68,1
10.61,10.61,1
5.92,5.07,1
5.37,11.98,1
9.8,8.15,1
8.6,9.98,1
3.21,8.22,1
8.85,5.69,1
3.3,7.9,1
10.63,3.4,1
12.16,12.29,1
8.72,10.86,1
12.44,4.68,1
12.82,5.72,1
8.61,12.54,1
11.08,12.03,1
7.41,11.62,1
9.42,9.7,1
6.85,8.84,1
9.26,9.21,1
11.82,3.02,1
10.17,3.85,1
5.7,6.3,1
5.52,11.64,1
11.57,8.04,1
8.46,9.63,1
3.78,7.19,1
3.01,3.86,1
10.3,8.93,1
9.8,9.44,1
9.23,6.2,1
8.91,6.46,1
7.9,6.94,1
3.03,9.03,1
11.81,3.5,1
12.31,6.83,1
11.24,11.61,1
8.86,10.81,1
7.67,12.27,1
12.71,7.16,1
8.71,11.61,1
12.99,6.68,1
9.69,10.46,1
7.78,9.91,1
12.7,7.69,1
3.63,11.74,1
8.68,8.36,1
11.08,3.26,1
6.51,11.11,1
5.47,12.67,1
3.39,6.64,1
3.56,11.47,1
4.97,12.98,1
5.02,7.08,1
9.55,11.65,1
4.5,7.9,1
10.23,12.87,1
4.42,12.57,1
10.94,7.43,1
10.63,10.47,1
6.86,7.19,1
3.47,6.86,1
7.72,6.33,1
4.13,12.34,1
12.85,10.65,1
12.16,12.71,1
9.9,12.68,1
3.33,12.7,1
5.72,6.38,1
8.33,3.93,1
6.36,6.37,1
11.73,5.23,1
5.15,12.86,1
7.8,11.37,1
12.23,5.84,1
4.08,4.33,1
6.38,8.39,1
6.58,9.97,1
9.94,12.32,1
10.34,11.57,1
10.92,6.21,1
7.53,10.95,1
11.86,9.75,1
11.14,7.53,1
3.74,5.99,1
6.01,5.08,1
4.86,7.33,1
10.54,6.39,1
8.37,9.73,1
11.93,6.17,1
9.64,4.04,1
4.72,3.47,1
4.26,12.96,1
7.8,5.78,1
10.14,7.16,1
7.47,8.2,1
12.79,4.13,1
5.08,3.15,1
10.97,9.08,1
6.06,7.47,1
11.16,8.05,1
3.5,6.51,1
3.13,9.38,1
3.39,7.12,1
5.64,11.51,1
10.66,4.58,1
10.88,11.6,1
4.85,11.35,1
8.46,11.68,1
11.49,9.62,1
5.22,6.59,1
11.04,12.78,1
4.76,10.48,1
9.96,5.75,1
11.65,6.86,1
9.65,8.1,1
8.79,10.62,1
7.71,8.82,1
12.7,8.83,1
12.56,6.89,1
10.99,11.49,1
6.75,6.69,1
8.05,12.44,1
6.63,3.66,1
9.98,5.42,1
6.01,11.1,1
7.53,10.0,1
9.13,5.59,1
6.05,7.69,1
4.1,5.12,1
4.99,8.65,1
11.34,11.06,1
5.43,5.75,1
12.71,12.14,1
3.21,3.46,1
6.24,6.5,1
6.66,5.99,1
8.17,5.55,1
12.85,10.48,1
8.75,11.64,1
3.36,8.57,1
10.71,10.17,1
10.72,11.69,1
9.64,5.52,1
10.0,3.58,1
3.76,9.24,1
5.25,6.25,1
6.36,8.62,1
9.67,4.17,1
7.95,3.38,1
9.45,5.04,1
6.97,8.31,1
5.49,4.73,1
6.98,10.17,1
4.37,7.76,1
5.55,7.85,1
9.8,5.01,1
5.32,5.72,1
8.17,4.64,1
10.04,11.53,1
7.74,12.97,1
9.63,11.99,1
8.88,7.11,1
6.09,10.75,1
4.2,12.49,1
8.96,6.19,1
11.06,4.33,1
12.75,8.84,1
5.92,3.63,1
10.66,10.96,1
9.3,5.08,1
8.71,4.51,1
12.7,6.52,1
11.98,6.7,1
3.79,6.77,1
9.71,6.53,1
4.35,11.71,1
9.42,9.83,1
6.0,6.16,1
11.0,4.58,1
12.61,12.92,1
10.6,3.25,1
4.6,8.59,1
10.51,3.98,1
9.39,10.12,1
5.92,7.74,1
4.67,5.14,1
11.35,4.23,1
5.67,3.76,1
9.69,5.73,1
5.44,9.69,1
4.64,3.81,1
7.6,3.27,1
12.94,11.05,1
4.38,10.27,1
6.06,6.51,1
8.72,5.45,1
12.73,11.12,1
8.17,11.59,1
12.13,6.67,1
10.24,10.99,1
5.07,10.2,1
3.13,8.15,1
4.72,3.33,1
3.17,9.73,1
11.23,5.18,1
10.76,9.95,1
4.76,5.96,1
9.04,7.82,1
9.7,7.5,1
5.96,5.07,1
8.6,6.76,1
8.34,12.53,1
8.46,7.64,1
8.55,6.13,1
3.02,7.02,1
8.21,12.68,1
4.84,10.91,1
10.65,10.03,1
7.35,7.63,1
3.49,5.65,1
12.69,5.81,1
5.57,12.85,1
3.69,6.28,1
7.79,3.81,1
8.98,8.81,1
5.83,4.36,1
8.74,6.33,1
3.65,6.29,1
4.81,11.74,1
10.82,9.03,1
3.09,4.98,1
3.31,4.14,1
7.73,10.74,1
6.8,12.95,1
6.66,10.75,1
4.33,9.48,1
5.37,7.82,1
4.73,8.63,1
11.02,12.7,1
6.64,11.99,1
12.46,9.12,1
3.72,12.01,1
12.26,6.62,1
9.92,8.26,1
6.0,5.83,1
10.47,8.66,1
10.31,5.56,1
3.27,12.12,1
5.83,6.9,1
7.48,8.54,1
3.17,4.88,1
10.9,6.83,1
10.29,4.51,1
5.5,11.27,1
7.09,4.2,1
10.75,12.07,1
9.23,6.31,1
8.0,6.31,1
6.05,11.45,1
4.89,11.49,1
9.08,10.61,1
8.0,4.94,1
6.7,6.44,1
3.5,9.0,1
7.17,3.39,1
10.15,3.5,1
7.11,4.09,1
6.41,4.42,1
5.12,8.35,1
3.42,9.77,1
10.26,9.71,1
8.86,11.71,1
3.48,3.73,1
12.17,6.9,1
5.97,11.58,1
10.52,5.35,1
12.21,12.45,1
6.07,11.86,1
6.91,8.16,1
9.48,3.14,1
4.56,3.98,1
11.61,7.74,1
7.56,10.1,1
5.16,6.03,1
3.68,9.57,1
10.68,11.85,1
6.7,9.54,1
6.94,8.13,1
4.48,4.44,1
3.87,4.1,1
7.26,11.78,1
7.35,12.63,1
5.34,3.25,1
9.1,12.47,1
9.19,6.77,1
11.71,11.65,1
6.94,7.67,1
8.21,4.98,1
4.14,10.59,1
8.11,10.91,1
7.85,7.32,1
6.97,10.26,1
12.64,9.29,1
4.38,12.19,1
9.25,7.92,1
6.35,10.85,1
7.44,10.34,1
11.26,9.3,1
3.42,12.79,1
5.42,6.39,1
8.94,9.03,1
3.16,5.75,1
3.17,6.71,1
8.6,5.94,1
11.14,9.99,1
10.9,4.79,1
12.07,3.21,1
12.87,11.52,1
9.15,6.27,1
12.7,4.94,1
7.63,9.28,1
12.49,7.04,1
11.73,11.14,1
12.8,6.7,1
12.14,3.55,1
11.83,9.84,1
4.74,10.04,1
9.17,8.61,1
8.43,7.04,1
8.99,3.95,1
4.16,12.76,1
4.45,3.29,1
10.32,7.46,1
5.72,7.18,1
9.46,8.41,1
6.68,6.71,1
9.83,11.04,1
11.26,6.46,1
10.92,8.16,1
9.0,6.21,1
6.09,8.12,1
10.77,8.16,1
6.88,3.4,1
9.89,5.6,1
3.01,11.32,1
10.89,3.05,1
9.29,9.19,1
7.97,7.85,1
5.52,7.48,1
7.96,7.59,1
8.65,5.69,1
8.07,8.65,1
6.55,7.33,1
6.75,6.1,1
11.78,12.58,1
7.67,6.46,1
9.54,9.02,1
9.94,10.78,1
8.34,3.94,1
5.23,7.19,1
3.68,4.32,1
11.34,8.71,1
4.71,3.68,1
4.55,4.22,1
11.57,8.97,1
8.06,8.14,1
6.01,4.03,1
11.78,6.86,1
11.57,10.62,1
9.65,8.14,1
9.97,12.24,1
4.19,3.05,1
9.61,11.03,1
4.38,8.74,1
8.39,12.82,1
12.27,4.24,1
7.49,11.0,1
5.65,10.87,1
4.91,5.55,1
9.21,3.38,1
7.73,9.53,1
3.8,8.04,1
9.78,11.75,1
